Source;Frame;Fix Frame;Frame Period;Parameter;Size (bits);Charge (bps);Fix param in frame;4WD;4WS;ACU;ADAS;ADB;ANC;ATCU;ATCU_eDCT;AUDIOamp;AVM;BCM;BMS_12V;BSG;BSWL;BSWR;CPLC;DOP_RES;DOP_SECU;DOP_TCU;DSMU;DSU;DTOOL;EBA;ECM;EPKB;EPS;ESCL;EVAP;FrCamera;HECM;HEVC;HFM;HUD;HVAC;IDM;IVI;MagicFolding;MBL;METER;PBD;PSCU;RADAR;SceneRecorder;SCU;SONAR;TCU;USM;VADA;VDC;VSP;GW
ADAS;ADAS_A7;0;500;NoEntry_ActivationState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;NoEntry_AlertDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_TargetDistanceDisplay;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_SpeedOverrideDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_DistanceOverrideDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_TargetDistanceAlert;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;NoEntry_SoundAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_DynTargetDistanceDisplay;8;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_SpeedSettingDisplay;8;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;DriverGuideDisplay;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_CancelReason;5;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_StatusDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_SteeringWheelDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_ActivationState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_OverrideDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_CancelReasonRER;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_SteeringWheelTakeOverAlert;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_DistanceSettingDisplay;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;LCA_SoundAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ACC_LCA_TransitionStateDisplay;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;AssistanceFunctionStatusDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A7;0;500;ProPILOTtransitionRequest;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;ADAS_BSWalertInhibitionRequest;1;10;0;;;;;;;;;;;;;;500;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BSI_SideDisplayInfo;1;10;0;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BSI_StatusInfo;1;10;0;;;;;;;;;;;;;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;ADAS_CTAinhibitionRequest;1;10;0;;;;;;;;;;;;;;500;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BSI_CancelInfo;2;20;0;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BCI_StatusInfo;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BCI_AlertLeft;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BCI_AlertRight;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BSI_AlertLeft_v2;2;20;0;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A8;0;100;BSI_AlertRight_v2;2;20;0;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BSI_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LDP_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;EAP_AlertDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LCA_LineCrossingAlert;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BCI_SoundAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BCI_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LDP_CancelInfo;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LDP_CancelReason;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LDP_SoundAlertInfo;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;AEB_CancelInfo;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;500;;;;;;;;;
ADAS;ADAS_A9;0;500;AEB_SoundAlert;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;EAP_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;RAB_StatusDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BSI_CancelReason;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;AEB_CancelReason2;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BCI_CancelInfo;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LDP_CancelReasonRER;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BCI_CancelReason;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BSI_CancelReasonRER;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;LCA_CameraCancelReasonInfo;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BCI_OffdisplayRequest;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;BCI_AlertStatus_v2;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;ACC_RadarCancelReasonInfo;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;
ADAS;ADAS_A9;0;500;LCA_LineCrossingAlertInfo;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;RAB_AlertStatus;2;4;0;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;RAB_ActivationState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;RAB_CancelReason;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;RAB_FailureDisplay;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;RAB_SonarCancelReason;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;WDA_DriverAttentionLevel;4;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;WDA_ActivationState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADAS;ADAS_A9;0;500;WDA_WarningDriverAttention;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ADB;ADB_A1;0;500;ADB_AuthorizationStatus;1;2;0;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADB;ADB_A1;0;500;ADB_FailureDetection;1;2;0;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADB;ADB_A1;0;500;ADB_FailureDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ANC;ANC_A1;0;500;ANC_RefuseToSleep;2;4;0;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;CRC_ATCU_A1;8;800;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;Clock_ATCU_A1;4;400;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;ATCoolingFanSpeedRequest;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;AT_Minimum_IdleSpeedRequest;8;800;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;AT_TorqueLosses;8;800;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;FastTorqueRequest;12;1200;1;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;TargetIdleSpeedRate;3;300;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A1;0;10;Limit_SlowTorqueRequest;12;1200;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A11;0;20;ATCVT_OilPumpPressure;8;400;1;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A11;0;20;PTD_PrimRevHighGearLimitation;13;650;1;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A11;0;20;CRC_ATCU_A11;8;400;1;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A11;0;20;Clock_ATCU_A11;4;200;1;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;CRC_ATCU_A12;8;800;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;10;;;;;;;
ATCU;ATCU_A12;0;10;Clock_ATCU_A12;4;400;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;10;;;;;;;
ATCU;ATCU_A12;0;10;TorqueConverterClutchGain;15;1500;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;TransmissionFriction;8;800;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;TotalGearRatio;13;1300;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;TransmRangeEngaged_CurrentForPWT;4;400;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;TransmRangeEngaged_TargetForPWT;4;400;1;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;ManualModeState;1;100;1;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A12;0;10;SCU_GearboxPositionTarget;4;400;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;
ATCU;ATCU_A12;0;10;AT_TorqueControlType;3;300;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;LongitudinalAccelerationCVT;10;1000;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;ATCVT_SynchroRevolutionTarget;13;1300;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;ATCVT_SynchroRevolutionRequest;1;100;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;Clock_ATCU_A13;4;400;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;ATCVT_FwdClutchState;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;CRC_ATCU_A13;8;800;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;StaticCreepingTorque;14;1400;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A13;0;10;ATODCancelCVTSportSwitch;1;100;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A2;0;100;EngineCoolantValveRequest;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A2;0;100;AT_AnticipatedTorqueDownRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A2;0;100;IdleStopHSAReleaseDelayRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A2;0;100;AT_ClutchStateRequest;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A2;0;100;AT_PushStarterTimer;6;60;0;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A3;0;10;Clock_ATCU_A3;4;400;1;10;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A3;0;10;GearLeverPosition_v2;4;400;1;;;;50;;;;;;;100;;;100;100;;;;;;;;;10;10;;;;100;;;;;;;100;;;;;;50;100;;100;;;;10;;
ATCU;ATCU_A3;0;10;InputShaftRevolution;16;1600;1;10;;50;10;;;;;;10;;;;;;;;;;;;;;10;;;;;;;;;;;10;;;;;;;;;;;;;;10;;
ATCU;ATCU_A3;0;10;OutputShaftRevolution;16;1600;1;10;;;10;;;;;;10;;;;;;;;;;;;;;10;;;;;;;;;;;10;;;;;;;;;;;;;;10;;
ATCU;ATCU_A3;0;10;TargetCVTRatioExtended;17;1700;1;10;;;10;;;;;;10;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A3;0;10;AT_StartingAuthorization;3;300;1;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;
ATCU;ATCU_A3;0;10;TorqueConverterState;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;20;;
ATCU;ATCU_A4;0;100;AT_Level2FailureDisplayRequest;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_DriveAvailability_v2;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_DriverRequest;4;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_ParkAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;ATCVT_CheckWarning;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;ATCVT_HiTempWarning;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_DriverRequestWithoutBrake;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_GearShiftRefused;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;ATwithPark_OpenDoorWarning;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_Parkfailure;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_PressBrakePedalRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_ReverseAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_NeutralAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_ManualAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_TipUpAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_TipDownAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_MMIParkActivation;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;ATwithoutPark_OpenDoorWarning;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_BrakeAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;AT_LoadAvailability;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
ATCU;ATCU_A4;0;100;ATCVT_RangeIndicationExtendedSbW;6;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ATCU;ATCU_A5;0;100;CRC_ATCU_A5;8;80;1;;;;100;;;;;;100;100;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;100;100;;;;;;
ATCU;ATCU_A5;0;100;Clock_ATCU_A5;4;40;1;10;;;100;;;;;;100;100;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;100;100;;;;;;
ATCU;ATCU_A5;0;100;DriverActionOnGearCommands;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;
ATCU;ATCU_A5;0;100;TransmRangeEngaged_Current;4;40;1;10;;;100;;;;;;100;100;;;;;;;;;;;;;;50;;;;;;;;;;10;;;;;;;;100;;100;;;10;10;;
ATCU;ATCU_A5;0;100;TransmRangeEngaged_Target;4;40;1;10;;;100;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
ATCU;ATCU_A5;0;100;APK_GearShiftPerformanceStatus;1;10;1;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;
ATCU;ATCU_A5;0;100;ParkStatus;2;20;1;;;;;;;;;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;;;;;;
ATCU;ATCU_A5;0;100;ShifterFailure;1;10;1;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;
ATCU;ATCU_A5;0;100;ShifterParkButtonStatus;1;10;1;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A5;0;100;ShifterPosition;3;30;1;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A5;0;100;AT_ParkPositionCommandState;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;100;;
ATCU;ATCU_A6;0;100;GearboxOilTemperature;8;80;0;100;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;1000;;;1000;;;;;;;;;;;;
ATCU;ATCU_A6;0;100;ATCVT_RangeIndicationExtended;6;60;0;;;;100;100;;;;;100;100;;;;;;;;100;;;;;;;;;;;;;;;;100;100;;100;100;100;;;;;;100;;;;100;
ATCU;ATCU_A6;0;100;RST_LaunchControlReadyMMI;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;200;;;200;;;;;;;;;;;;
ATCU;ATCU_A6;0;100;RST_LaunchControlReady;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;
ATCU;ATCU_A6;0;100;ATCVTFail;1;10;0;;;;100;100;;;;;100;;;;;;;;;;;;;;100;;;;;;;;;;;;;;100;;;;;;;100;;;;;;
ATCU;ATCU_A6;0;100;EcoCancelRequest;2;20;0;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATCU;ATCU_A6;0;100;ADA_AuthorizationStatus;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;
ATCU;ATCU_A6;0;100;AT_DowngradedMode;1;10;0;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;
ATCU;ATCU_A6;0;100;RST_ATClutchTemperature;8;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;1000;;;;;;;;;;;;
ATCU;ATCU_A6;0;100;RST_DisplayedSelectedRange;4;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
